P1_001N,P13_001N,P11_001N,P11_002N,P11_005N,P11_006N,P11_008N,geo_id
262,48.5,205,7,0,194,0,421010263024009
53,43.3,44,5,3,32,0,421010263024010
126,42.1,94,5,0,85,2,421010263024011
56,45.1,38,3,0,34,1,421010263024012
18,26.8,13,0,0,9,0,421010263024013
27,52.2,23,0,0,18,0,421010263024014
269,34.6,261,6,188,18,42,421010003004018
144,27.6,141,10,96,0,27,421010003004019
787,46.9,725,36,448,91,145,421010003005000
177,40.3,147,4,102,14,24,421010003005001
124,38.5,112,8,73,4,24,421010003005003
102,42.5,90,4,58,21,2,421010004011000
31,50.5,29,7,17,0,2,421010004011001
477,40.8,449,8,338,26,48,421010004011002
153,36.0,133,6,93,14,8,421010078004005
93,32.3,83,6,47,17,11,421010078004002
124,35.1,106,2,84,9,8,421010078004003
145,31.9,133,11,90,22,3,421010078004004
111,42.5,100,6,69,17,2,421010078004006
113,35.5,106,7,78,13,4,421010078004007
66,39.0,54,7,35,6,1,421010078005000
140,30.4,134,8,86,14,17,421010078005001
161,28.6,143,18,96,17,9,421010078005002
222,34.0,213,20,113,57,17,421010078005003
252,28.5,223,17,128,21,46,421010078005004
220,30.1,207,14,140,32,6,421010078005005
56,28.5,41,2,22,0,8,421010078005006
61,34.1,53,13,28,3,3,421010079001000
212,29.2,184,14,105,25,29,421010079001001
78,36.8,53,1,32,12,3,421010079001002
275,32.5,270,22,135,69,40,421010079001003
123,40.4,107,7,49,32,17,421010079001004
107,29.5,71,4,61,0,3,421010079001005
154,31.1,122,7,85,13,15,421010079001006
68,33.0,61,2,39,8,6,421010079001007
94,27.3,71,6,41,6,15,421010079002000
105,31.1,86,15,35,9,19,421010079002001
178,33.1,124,3,73,22,16,421010079002002
184,41.3,146,12,92,12,25,421010079002003
191,33.6,154,1,100,27,22,421010079002004
214,29.1,194,4,136,35,7,421010079002005
200,42.3,174,12,106,39,12,421010079002006
86,30.6,75,3,40,14,5,421010079002007
205,36.5,185,5,120,29,13,421010079002008
191,34.1,166,18,104,22,10,421010079003000
170,33.0,141,12,79,43,3,421010079003001
202,32.2,166,13,83,50,7,421010079003002
168,31.9,145,7,110,22,1,421010079003003
182,32.0,157,18,87,23,16,421010079003004
33,55.1,28,0,0,28,0,421010169022008
25,40.4,16,0,0,13,0,421010169022005
83,35.5,67,10,4,44,8,421010067002006
51,33.5,42,0,9,26,7,421010067002007
46,38.5,39,1,6,32,0,421010067002008
139,26.8,85,2,3,70,10,421010067002010
146,31.9,113,5,6,77,21,421010067002011
132,40.3,97,4,4,77,0,421010067002012
140,32.7,91,1,5,70,15,421010067003000
137,36.1,92,1,4,82,1,421010067003001
150,26.0,108,4,3,84,9,421010067003002
53,38.5,37,0,0,9,27,421010067003003
41,28.3,25,0,4,18,0,421010067003004
82,50.0,65,0,8,47,10,421010067003005
27,18.9,18,1,2,14,0,421010067003006
180,35.0,124,0,13,79,32,421010067003009
80,36.2,54,0,15,28,8,421010067003010
213,33.9,147,4,5,138,0,421010067003011
79,33.3,65,4,2,30,21,421010067003012
103,21.9,71,6,9,47,9,421010067003013
98,33.5,77,0,5,43,21,421010067003014
15,14.5,4,1,3,0,0,421010067003015
107,35.7,79,4,15,51,7,421010067003016
39,33.2,37,1,13,15,6,421010138002021
26,31.6,25,0,6,16,0,421010138002018
82,30.6,81,3,51,24,0,421010138002019
34,27.7,34,0,30,4,0,421010138002020
15,32.5,14,2,5,1,1,421010138002022
46,29.4,36,4,18,7,5,421010138002023
23,39.5,22,5,8,3,2,421010138002024
25,31.8,20,5,4,8,2,421010138002025
55,37.3,41,5,0,31,3,421010138002026
106,27.0,80,6,24,46,2,421010138002027
63,29.9,54,0,20,34,0,421010138002028
60,27.8,52,0,38,12,0,421010138002029
81,29.9,78,1,66,11,0,421010138002030
39,30.8,37,2,5,26,3,421010138002031
130,28.5,101,7,15,69,0,421010138002032
122,18.5,63,0,3,59,0,421010139001000
8,32.5,6,3,0,3,0,421010139001001
11,14.3,4,0,0,4,0,421010139001002
161,54.9,138,2,0,136,0,421010139001004
6,45.0,6,6,0,0,0,421010139001005
3,38.5,2,0,1,1,0,421010139001007
64,26.5,36,0,1,35,0,421010139001008
33,30.3,20,0,0,20,0,421010139001009
85,48.5,64,0,1,62,0,421010263024016
63,29.8,46,4,0,37,0,421010264001000
117,30.6,92,1,1,86,2,421010264001001
168,44.0,138,1,0,133,0,421010264001002
157,52.8,136,3,0,124,0,421010264001003
157,41.8,127,2,0,125,0,421010264001004
154,54.0,130,5,1,121,0,421010264001005
184,41.7,151,3,0,141,0,421010264001006
135,59.2,112,0,0,111,0,421010264001007
128,50.3,101,5,2,94,0,421010264001008
141,49.3,110,2,0,100,0,421010264001009
148,51.3,127,37,14,54,15,421010273003009
89,34.4,79,31,8,27,13,421010273003010
69,40.9,46,15,0,18,13,421010273003011
401,33.9,289,15,3,261,9,421010273004002
147,42.5,111,19,0,44,45,421010273004003
134,42.6,121,15,3,66,35,421010273004004
137,43.1,111,20,2,69,15,421010273004005
139,42.8,94,13,12,28,36,421010273004006
136,39.3,97,13,11,33,38,421010273004007
156,41.3,126,28,3,68,23,421010273004008
163,32.8,121,18,5,70,24,421010273004009
160,43.0,138,7,9,47,73,421010274011000
4,57.0,4,4,0,0,0,421010274011001
148,47.3,121,24,7,66,24,421010274011002
133,35.3,96,7,1,55,30,421010274011003
166,40.7,133,13,14,84,21,421010274011004
176,33.8,122,24,3,53,39,421010274011005
203,29.3,122,19,3,84,15,421010274011006
132,32.0,89,23,0,34,23,421010274011007
183,36.4,113,12,1,67,33,421010274011008
207,32.4,149,37,7,70,34,421010274012000
177,31.9,150,27,10,49,61,421010274012001
124,38.0,108,36,5,29,34,421010274012003
180,46.0,145,28,8,65,44,421010274012004
133,38.0,96,5,13,53,21,421010274012005
110,48.3,88,16,0,25,45,421010274012006
86,25.2,61,12,2,16,31,421010274012007
63,42.6,48,7,0,27,12,421010274012008
152,41.5,133,14,12,75,28,421010274013000
149,39.8,117,26,9,65,16,421010274013001
141,32.6,106,19,1,79,5,421010274013002
86,33.0,56,2,6,41,6,421010274013003
121,50.4,98,13,68,8,6,421010337022015
185,30.6,129,11,5,100,11,421010283005000
147,38.8,120,4,4,95,8,421010283005001
156,25.5,111,16,0,88,6,421010283005002
128,36.3,102,4,0,80,15,421010283005003
115,38.3,95,9,3,73,4,421010283005004
151,29.3,114,3,7,95,9,421010283005005
97,56.8,83,3,0,69,11,421010283006000
95,40.3,81,0,3,57,14,421010283006001
72,48.3,54,5,2,46,0,421010283006002
147,30.4,111,3,0,108,0,421010283006003
122,47.5,105,3,63,9,30,421010360002016
46,37.3,39,1,8,1,29,421010360002013
71,38.3,62,0,19,7,35,421010360002014
83,37.5,65,5,27,7,23,421010360002015
28,71.0,28,2,24,1,0,421010360002017
63,40.9,55,2,39,0,12,421010360002018
130,46.8,94,1,62,3,17,421010360002019
69,37.1,49,1,13,0,34,421010360002020
146,45.1,114,9,87,5,5,421010361001002
301,32.4,245,30,103,103,5,421010361001003
230,29.1,159,35,51,68,3,421010361001004
278,33.3,234,70,63,76,11,421010361001007
27,30.8,25,2,7,6,7,421010361001008
52,60.2,40,4,32,2,0,421010361002003
81,30.6,60,14,39,0,0,421010361002004
127,42.1,103,16,74,1,4,421010361002005
106,46.7,83,16,63,1,2,421010361002006
159,51.4,118,3,115,0,0,421010361002009
164,40.5,132,10,98,6,12,421010361002010
162,43.5,131,4,124,0,0,421010361002011
93,43.3,75,10,50,1,12,421010361002012
88,39.5,73,12,44,0,13,421010361002013
102,36.8,75,3,67,0,0,421010361002014
32,32.9,32,2,23,4,2,421010367003025
141,36.9,114,12,0,97,0,421010169022007
6,5.7,2,0,0,2,0,421010169022009
48,31.0,32,0,0,31,0,421010169022011
23,58.8,23,4,0,16,0,421010169022012
10,39.7,9,2,0,7,0,421010169022013
49,44.8,35,0,2,31,1,421010169022014
28,38.6,23,0,0,20,0,421010169022015
60,28.0,45,0,6,34,0,421010169022016
8,30.8,7,0,1,5,0,421010169022017
59,35.6,36,0,0,36,0,421010169022018
45,65.1,37,0,1,34,0,421010169022019
28,36.0,26,0,0,21,1,421010169022020
17,38.5,13,0,2,11,0,421010169022021
100,52.4,72,0,0,71,0,421010169023000
123,29.9,81,3,0,78,0,421010169023001
89,30.4,66,1,0,64,0,421010169023002
76,32.5,65,4,0,58,1,421010169023003
41,45.6,36,2,0,32,0,421010169023004
110,34.7,85,3,1,80,0,421010169023005
106,53.5,83,1,0,82,0,421010169023006
99,32.8,77,0,0,77,0,421010169023007
100,49.0,76,0,0,76,0,421010169023008
83,40.4,55,0,0,51,0,421010169023009
80,40.0,64,1,0,62,0,421010169023010
119,34.4,89,1,0,87,0,421010169023011
87,37.2,66,1,0,64,0,421010169023012
67,25.6,54,1,0,53,0,421010169023014
16,23.0,11,0,0,7,0,421010169023015
25,43.3,17,0,0,15,2,421010169023016
30,52.8,27,0,8,19,0,421010170003006
46,49.0,41,0,2,39,0,421010170003004
92,38.8,77,6,4,67,0,421010170003005
121,40.9,90,3,6,76,0,421010170003008
153,44.5,124,1,0,119,0,421010170003009
65,43.3,58,3,5,47,0,421010170003010
69,49.8,53,0,5,40,4,421010170003011
64,33.6,50,1,3,46,0,421010170003012
5,17.5,2,1,0,1,0,421010170003013
78,39.0,65,0,0,65,0,421010171001000
119,28.9,99,3,0,88,0,421010171001001
72,32.9,54,0,0,54,0,421010171001003
114,33.7,87,4,9,74,0,421010171001004
171,32.4,129,6,53,25,32,421010337023002
179,36.3,132,11,50,14,48,421010337023003
152,40.3,117,16,71,8,11,421010337023004
149,37.4,116,6,78,0,19,421010337023005
67,42.5,51,5,33,1,8,421010337023006
92,24.8,64,10,40,4,6,421010337023007
113,39.1,87,2,59,1,14,421010337024000
124,49.5,101,10,42,17,31,421010337024001
147,31.5,113,0,39,13,57,421010337024002
101,40.2,81,10,48,5,11,421010337024003
100,49.5,78,6,48,3,11,421010337024004
98,42.3,84,4,56,8,10,421010337024005
76,38.7,59,4,34,5,13,421010337024006
82,49.3,69,9,57,0,0,421010337024007
114,40.4,100,13,56,17,13,421010338001000
57,31.2,37,12,17,6,0,421010338001001
69,49.5,62,12,26,14,5,421010338001002
52,43.3,43,2,28,4,5,421010338001003
40,62.5,30,1,15,6,4,421010338001004
84,49.0,63,9,19,10,20,421010338001005
109,29.8,84,11,35,32,6,421010338001006
52,50.7,37,4,13,3,14,421010338001007
70,35.4,52,3,29,20,0,421010338001008
106,38.7,73,15,44,11,1,421010338001009
84,34.7,72,4,46,5,3,421010338001010
43,47.5,32,7,18,3,0,421010338001011
78,37.0,70,18,32,3,11,421010338001012
65,35.5,51,26,10,8,0,421010338001013
99,47.7,85,13,42,20,9,421010338001014
80,33.4,66,12,45,4,2,421010348022005
71,40.5,54,4,39,0,7,421010348022002
139,39.5,95,21,70,1,3,421010348022003
135,35.9,88,11,68,6,0,421010348022004
130,50.0,112,13,78,15,0,421010348022006
47,35.8,38,0,26,2,4,421010348022007
63,61.4,50,6,42,1,0,421010348022008
90,37.0,80,15,44,1,11,421010348022009
71,37.9,58,10,37,4,4,421010348023000
167,48.6,129,22,105,0,2,421010348023001
141,24.5,92,6,80,2,0,421010348023002
108,41.0,90,15,67,1,4,421010348023003
159,34.8,130,16,91,3,19,421010348023004
109,47.1,99,13,70,8,8,421010348023005
7,25.5,4,2,0,0,0,421010367003027
99,29.4,84,9,61,0,11,421010367003032
3,44.5,2,0,2,0,0,421010369012000
1,27.5,1,1,0,0,0,421010369012001
27,44.6,24,2,14,7,0,421010381001008
27,35.5,24,9,7,8,0,421010381001009
10,12.5,3,3,0,0,0,421010381001012
13,37.5,8,0,6,0,0,421010381001020
33,21.8,18,1,2,15,0,421010381001021
32,26.8,23,4,10,8,0,421010381001022
59,44.5,38,0,0,35,0,421010139001010
134,28.3,89,6,0,80,0,421010139002000
54,41.8,46,0,0,46,0,421010139002001
50,27.0,36,0,0,31,0,421010139002002
52,29.5,37,4,5,24,0,421010139002003
7,31.5,4,2,0,2,0,421010139002004
6,32.5,5,1,0,1,0,421010139002005
19,28.5,13,0,9,4,0,421010214005010
9,27.5,8,4,0,0,4,421010214005011
43,25.5,41,0,32,3,3,421010214005015
67,29.8,61,2,49,0,3,421010215001000
76,33.3,65,4,50,8,0,421010215001001
220,36.3,198,5,108,52,23,421010215001002
130,31.3,103,2,91,8,0,421010215001003
120,31.0,104,2,92,0,7,421010215001004
185,36.2,157,8,116,28,1,421010215001005
120,36.3,95,0,91,0,1,421010215001006
103,46.8,88,3,83,0,2,421010215001007
26,36.0,16,0,14,0,1,421010215001008
10,35.0,6,1,5,0,0,421010215001009
269,33.6,252,7,203,18,9,421010215001010
128,37.5,111,6,79,13,3,421010215001011
40,31.0,34,0,25,0,5,421010215001012
137,36.4,123,4,109,4,0,421010215001013
45,26.6,36,4,30,0,0,421010215001014
123,29.5,114,0,104,4,0,421010215001015
151,35.0,125,7,106,0,4,421010215002001
105,27.6,85,0,77,1,3,421010215002002
115,35.6,102,7,78,8,6,421010215002003
58,29.8,52,0,44,2,0,421010215002004
68,29.5,61,0,56,4,0,421010215002005
82,29.4,71,1,70,0,0,421010215002006
90,30.6,81,4,68,1,3,421010215002007
62,30.1,60,0,59,1,0,421010215002008
130,29.6,129,3,117,0,5,421010215002009
94,27.7,89,5,79,0,3,421010215002010
92,47.5,65,25,2,31,5,421010274022024
39,24.5,24,11,7,2,3,421010274022021
106,40.5,84,4,1,62,16,421010274022022
23,48.8,16,1,8,0,6,421010337022012
176,37.2,149,18,82,19,9,421010337022013
59,38.3,37,5,7,7,14,421010337022014
104,45.0,90,2,42,3,36,421010337023000
163,39.5,133,16,55,19,35,421010337023001
110,49.4,91,14,0,74,0,421010171001005
107,38.4,82,3,0,79,0,421010171001007
86,52.6,68,0,5,63,0,421010171001008
123,43.7,104,3,0,101,0,421010171002000
131,57.5,114,4,0,109,0,421010171002001
120,30.7,93,1,0,91,0,421010171002002
139,48.2,101,2,0,98,1,421010171002003
91,25.2,67,0,0,65,0,421010171002004
90,35.3,63,1,0,60,0,421010171002005
31,28.4,18,2,0,15,0,421010171002006
51,48.5,45,2,2,38,0,421010171002007
45,29.1,32,0,0,31,0,421010171002008
58,54.2,53,0,0,51,0,421010171003004
99,55.8,83,3,7,71,2,421010171003005
49,37.5,39,3,21,7,8,421010207021011
58,36.7,51,2,24,11,14,421010207021012
48,49.4,37,0,31,2,4,421010207022001
553,19.3,551,45,362,70,53,421010207022002
33,35.5,22,1,17,1,2,421010207022004
77,42.9,57,3,54,0,0,421010207022005
117,43.1,99,1,86,3,8,421010207022006
40,47.5,32,2,26,3,0,421010207022007
108,34.8,91,4,81,4,1,421010207022008
35,34.4,31,0,30,1,0,421010207022009
98,29.4,84,1,69,4,2,421010207022010
170,33.2,149,8,110,16,8,421010207022011
62,49.5,57,0,49,2,4,421010207022012
56,51.0,50,3,42,3,1,421010207022013
45,36.3,39,0,37,0,2,421010207022014
7,29.5,7,2,0,1,2,421010207022015
56,29.8,50,8,38,0,2,421010207022016
104,32.5,89,4,72,13,0,421010207022018
149,20.4,149,26,77,22,16,421010208001000
13,50.5,10,1,0,1,0,421010208001001
138,54.0,116,2,85,13,6,421010208001002
469,48.5,454,22,171,230,19,421010208001003
69,35.8,50,4,41,5,0,421010208001004
6,31.7,6,1,0,4,1,421010341001010
203,48.3,170,6,119,36,7,421010341001011
102,41.3,77,5,55,10,7,421010341001012
76,28.0,59,12,41,6,0,421010341001013
79,28.5,64,3,58,0,3,421010341001014
46,51.0,39,8,30,0,0,421010341001015
90,37.8,86,8,65,3,6,421010341001016
104,37.2,84,17,2,52,11,421010274022023
203,29.4,141,33,8,77,21,421010274023000
89,37.5,74,7,4,33,30,421010274023001
85,28.8,63,6,6,39,8,421010274023002
231,33.5,174,46,8,109,11,421010274023003
195,46.6,146,17,4,102,20,421010274023004
94,36.3,79,24,14,23,17,421010274023005
92,23.7,66,11,11,34,7,421010274023006
188,32.7,131,10,12,92,15,421010274023007
157,40.4,110,11,5,68,25,421010274023008
92,33.5,72,15,6,43,1,421010274023009
93,31.8,68,14,0,40,10,421010274023010
204,44.4,153,20,11,101,19,421010274023011
159,32.5,120,31,5,64,17,421010274023012
229,26.8,154,15,13,115,1,421010274023013
207,44.3,147,19,7,87,32,421010274023014
99,41.2,87,18,2,41,22,421010275001000
168,35.4,131,18,1,90,18,421010275001001
301,38.6,237,22,7,196,11,421010275001002
101,51.5,81,4,7,63,0,421010275001003
133,60.8,107,8,21,56,18,421010275001004
144,47.5,102,2,5,78,2,421010275001005
139,48.7,122,8,6,90,16,421010275001006
116,46.0,100,1,15,68,8,421010275001007
88,25.8,63,4,11,33,12,421010275001008
110,26.4,84,4,17,49,9,421010275001009
181,47.7,142,20,24,68,27,421010275002000
200,36.0,147,29,14,84,19,421010275002001
243,35.3,181,23,11,131,13,421010275002002
176,36.6,139,18,4,86,26,421010275002003
140,30.7,113,9,4,82,12,421010275002004
78,58.8,61,4,53,0,0,421010341001004
48,43.7,35,2,33,0,0,421010341001001
164,42.5,125,6,87,25,3,421010341001002
71,35.6,56,4,51,0,0,421010341001003
78,29.4,63,7,56,0,0,421010341001005
85,42.9,72,1,66,4,0,421010341001006
112,41.7,103,3,75,15,9,421010341001007
28,34.0,24,3,9,8,0,421010341001008
220,35.7,185,19,140,10,6,421010348023006
158,51.6,111,14,91,0,2,421010348023007
125,47.4,104,11,84,0,0,421010348023008
127,41.4,101,8,80,7,1,421010348023010
161,49.3,138,15,114,7,0,421010348023011
55,38.5,48,3,37,5,0,421010348031004
104,52.3,85,8,67,0,10,421010348031005
56,45.5,50,1,48,0,0,421010348031006
82,37.0,69,9,52,2,3,421010348031008
197,51.1,163,11,144,0,0,421010348031009
126,38.0,96,5,82,5,0,421010348031010
170,41.0,144,6,120,0,18,421010365011000
80,21.8,50,1,49,0,0,421010365011001
92,46.3,79,0,77,0,1,421010365011002
39,42.6,34,0,26,2,5,421010365011003
60,60.5,51,3,44,0,3,421010365011004
82,52.8,64,1,62,0,0,421010365011005
10,40.0,7,1,3,0,1,421010365011006
22,28.5,16,2,7,5,2,421010365011007
42,42.0,36,4,26,0,6,421010365011008
29,65.5,27,2,24,0,0,421010365011009
42,66.5,31,1,26,0,0,421010365011010
112,55.0,83,3,70,4,1,421010365011011
53,46.8,49,9,38,0,2,421010365011012
70,61.0,62,3,56,0,3,421010365011013
110,44.5,92,3,78,1,5,421010365011014
154,40.5,128,19,89,14,5,421010365011015
21,40.5,18,3,7,8,0,421010365011016
35,27.5,29,10,14,3,0,421010365011017
180,51.3,162,3,134,4,13,421010365011018
189,40.8,165,8,96,52,3,421010365011019
222,36.0,178,7,155,1,15,421010365011020
160,44.8,137,9,95,11,7,421010365011021
206,38.8,168,24,82,39,16,421010365011022
3,7.8,1,1,0,0,0,421010381001023
27,35.8,22,5,1,10,5,421010381001025
6,16.5,2,0,1,1,0,421010381001026
129,9.8,37,0,0,37,0,421010389001003
121,42.9,101,2,0,99,0,421010389001001
190,30.7,125,1,0,124,0,421010389001002
24,53.7,20,0,0,19,0,421010389001004
191,56.1,170,7,45,110,0,421010389001005
57,54.8,42,0,0,41,0,421010389001006
96,25.7,79,1,0,73,0,421010389001007
14,13.7,6,1,0,3,0,421010389001008
5,31.6,5,1,0,4,0,421010389001009
32,38.3,26,0,1,23,0,421010389001010
27,24.8,18,0,2,15,0,421010389001011
40,66.4,34,0,0,31,0,421010389001012
86,54.5,75,1,1,70,0,421010389002000
59,45.9,50,6,0,39,0,421010389002001
28,38.3,22,0,0,22,0,421010389002002
177,32.3,126,0,1,124,0,421010389002003
92,30.8,80,3,0,77,0,421010389002004
63,64.2,57,4,2,46,0,421010389002005
44,52.8,34,0,0,30,0,421010389002007
50,31.5,46,0,1,38,0,421010389002008
86,59.6,74,0,0,74,0,421010389002009
78,58.6,75,0,5,69,0,421010389002010
57,68.1,49,2,1,39,5,421010389002011
42,47.5,41,2,1,37,0,421010389002012
56,49.3,49,3,0,43,0,421010389002013
56,56.5,41,0,0,39,0,421010389002014
77,28.6,67,2,59,6,0,421010209001002
309,34.3,271,6,230,23,12,421010209001003
47,57.1,44,2,0,41,0,421010254002009
125,39.8,96,0,10,83,1,421010254002006
103,34.6,82,0,13,60,0,421010254002008
78,34.0,69,0,0,64,0,421010254002010
92,51.3,83,1,0,75,3,421010254002011
17,50.5,11,0,0,10,0,421010254002012
259,42.9,226,4,16,200,0,421010254003000
21,49.8,19,1,1,16,0,421010254003001
165,50.4,152,5,32,109,3,421010254003002
136,48.7,109,1,3,103,0,421010254003003
162,32.0,127,9,15,96,0,421010254003004
133,47.5,118,3,16,95,3,421010254003005
137,44.9,121,3,10,106,0,421010254004000
58,50.3,45,1,11,30,0,421010254004001
93,49.5,83,8,7,67,1,421010254004002
68,39.7,60,1,9,48,0,421010254004003
80,61.0,71,2,6,59,0,421010254004004
80,38.5,66,3,2,59,0,421010254004005
76,33.5,60,0,0,58,0,421010254004006
90,50.4,66,1,0,64,0,421010254004007
96,36.7,78,0,12,62,2,421010254004008
95,58.1,83,1,18,54,0,421010254004009
138,38.0,109,1,9,92,1,421010254004010
73,40.4,51,2,12,28,4,421010254004011
67,46.7,55,2,30,21,0,421010254004012
61,46.8,58,4,13,39,1,421010254004013
26,36.5,23,1,3,14,0,421010254004014
10,46.0,8,1,0,1,0,421010254004015
60,55.5,49,5,13,29,2,421010254004016
29,43.3,22,0,9,10,0,421010254004017
100,46.8,82,7,46,19,4,421010255001000
59,34.2,48,3,32,12,1,421010255001001
1544,30.6,1478,74,796,406,114,421010208002000
108,21.5,99,19,35,13,16,421010208002001
121,31.1,90,1,73,12,0,421010209001000
46,33.0,42,2,32,0,2,421010209001001
152,34.0,129,6,31,88,2,421010255001002
66,42.5,53,1,34,11,1,421010255001003
98,49.0,78,4,66,5,0,421010257002001
181,50.5,148,3,130,11,0,421010257001008
11,59.8,10,0,1,0,1,421010257001009
42,33.5,37,1,28,6,0,421010257002000
91,45.8,71,1,56,4,5,421010257002002
100,41.5,82,7,66,5,0,421010257002003
100,41.3,83,3,78,0,0,421010257002004
57,47.3,52,0,50,2,0,421010341001017
75,39.1,68,5,56,6,0,421010341001018
71,27.8,47,1,42,0,1,421010341001019
68,37.5,54,13,36,0,3,421010341001020
77,30.3,52,2,43,5,0,421010341002000
48,50.5,44,6,38,0,0,421010341002001
60,32.0,48,10,30,4,2,421010341002002
65,59.5,57,1,56,0,0,421010341002003
50,42.5,46,1,38,4,0,421010341002004
60,55.3,47,4,42,0,1,421010341002005
63,44.6,56,9,36,10,0,421010341002006
65,40.8,57,2,46,0,0,421010341002007
92,40.7,66,8,55,2,1,421010341002008
81,48.8,60,3,46,2,9,421010341002009
107,55.9,95,4,91,0,0,421010341002010
328,33.2,249,23,122,93,9,421010341002011
121,43.5,93,15,61,12,2,421010341002012
49,55.5,43,6,24,3,8,421010341002013
76,40.6,59,13,39,0,3,421010341002014
746,33.9,561,98,289,111,54,421010349002002
118,33.4,89,12,31,34,5,421010349002000
183,37.8,134,23,79,16,14,421010349002001
166,41.8,131,26,67,38,0,421010349002003
331,35.1,232,35,105,37,49,421010349002004
95,44.5,70,14,32,18,2,421010349002005
440,36.1,336,26,213,49,40,421010349002006
76,56.0,65,7,43,6,2,421010349002007
87,38.5,68,6,48,9,2,421010349002008
131,37.6,101,5,81,6,1,421010349002009
144,35.5,111,15,66,11,16,421010349002010
256,37.8,203,23,74,77,16,421010349003000
131,33.5,84,26,31,18,0,421010349003001
166,40.3,129,20,83,26,0,421010349003003
73,40.4,56,18,27,1,8,421010349003004
100,50.5,69,3,51,12,3,421010349003005
42,45.5,33,5,24,2,0,421010349003006
23,43.5,19,3,10,4,0,421010349003007
64,32.3,42,7,32,0,0,421010349003008
59,27.5,44,11,20,12,0,421010349003009
31,46.8,23,9,13,0,1,421010349003010
167,55.2,146,10,118,13,1,421010349004000
273,45.5,243,31,78,108,25,421010349004002
40,42.0,36,10,15,10,0,421010349004003
44,26.0,34,4,21,0,7,421010365011023
45,47.5,38,1,29,0,6,421010365012000
61,61.3,55,0,47,2,3,421010365012001
41,42.2,29,5,16,0,2,421010365012002
85,36.5,72,2,59,7,2,421010365012003
64,28.0,56,4,41,0,9,421010365012004
115,35.2,96,3,81,6,6,421010378008014
70,34.7,65,3,58,3,0,421010378008011
69,49.5,60,0,51,0,8,421010378008012
72,29.0,58,6,50,2,0,421010378008013
50,29.0,42,2,25,0,11,421010378008016
32,30.0,24,1,22,0,0,421010378008017
45,35.7,41,6,32,0,0,421010378008018
47,50.5,37,2,29,1,5,421010378008022
62,32.2,58,5,44,6,0,421010378008023
115,44.2,97,7,78,4,0,421010379001000
121,38.2,95,1,82,0,5,421010379001001
85,57.5,83,18,63,0,1,421010379001002
114,43.0,96,4,89,0,0,421010379001003
80,46.5,66,8,58,0,0,421010379001004
